Id,Genre,Title,Author,Purchase,Member
1063,The Lorax,Dr. Seuss,Childrens;Fiction;Picture Books,02/08/2019,
1064,The Twits,Roald Dahl,Childrens;Fantasy;Fiction,04/08/2019,
1065,George's Marvellous Medicine,Roald Dahl,Childrens;Fantasy;Fiction,26/08/2019,
1066,A Briefer History of Time,Stephen Hawking,Astronomy;History;Nonfiction;Physics;Science,20/10/2019,
1067,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy;Fiction;Young Adult,03/11/2019,
1068,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,05/11/2019,
1069,The Communist Manifesto,Karl Marx,Classics;Economics;History;Nonfiction;Philosophy;Politics,20/12/2019,
1070,The Cat in the Hat,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,23/02/2020,
1071,A Brief History of Time,Stephen Hawking,History;Nonfiction;Physics;Science,25/03/2020,
1072,Romeo and Juliet,William Shakespeare,Academic;Classics;Drama;Fiction;High School;Literature;Plays;Poetry;Read For School;Romance;School;Young Adult,18/04/2020,
1073,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Classics;Fantasy;Fiction;Humor;Science Fiction,10/05/2020,
1074,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,04/06/2020,
1075,Mockingjay,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,19/06/2020,
1076,A Briefer History of Time,Stephen Hawking,Astronomy;History;Nonfiction;Physics;Science,21/09/2020,
1077,The Twits,Roald Dahl,Childrens;Fantasy;Fiction,23/09/2020,
1078,George's Marvellous Medicine,Roald Dahl,Childrens;Fantasy;Fiction,01/10/2020,
1079,The Great Gatsby,F. Scott Fitzgerald,Academic;American;Classics;Fiction;High School;Historical;Historical Fiction;Literature;Novels;Read For School;Romance;School;Young Adult,18/10/2020,
1080,Matilda,Roald Dahl,Childrens;Classics;Fantasy;Fiction,15/11/2020,
1081,The Fellowship of the Ring,J.R.R. Tolkien,Adventure;Classics;Fantasy;Fiction,17/11/2020,
1082,Lolita,Vladimir Nabokov,Classics;Fiction;Literature,03/12/2020,
1083,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,26/12/2020,
1084,Uglies,Scott Westerfeld,Dystopia;Science Fiction;Young Adult,28/01/2021,
1085,Green Eggs and Ham,Dr. Seuss,Childrens;Classics;Fiction;Picture Books,08/03/2021,
1086,The Chronicles of Narnia,C.S. Lewis,Childrens;Classics;Fantasy;Fiction;Young Adult,09/03/2021,
1087,Twilight,Stephenie Meyer,Fantasy;Fiction;Paranormal;Romance;Vampires;Young Adult,14/06/2021,
1088,The Hobbit,J.R.R. Tolkien,Classics;Fantasy;Fiction,24/06/2021,
1089,Catching Fire,Suzanne Collins,Dystopia;Fantasy;Fiction;Science Fiction;Young Adult,27/09/2021,
1090,Charlie and the Chocolate Factory,Roald Dahl,Childrens;Classics;Fantasy;Fiction,10/10/2021,
1091,To Kill a Mockingbird,Harper Lee,Academic;Classics;Fiction;Historical;Historical Fiction;School,23/10/2021,
1092,The Twits,Roald Dahl,Childrens;Fantasy;Fiction,03/11/2021,
